custom,leaf0,empty,30,1,30,1,0,0.5113636,1,1,1,3.516173,1.129928,-26.73165,0,1,0,0.0001135899;
custom,sphere,grass,10,10,30,0,0,0.5113636,1,30,20,-63.21778,-57.04999,15.8788,0,0.0290985,0,-0.9995766;
custom,sphere,grass,10,10,30,0,0,0.5113636,1,30,20,-12.58026,-55.37865,-61.13783,0,0.7242761,0,-0.6895101;
custom,sphere,grass,10,10,30,0,0,0.5113636,1,30,20,54.04,-50.18319,7.741652,0,-0.03951474,0,-0.999219;
custom,sphere,grass,10,10,30,0,0,0.5113636,1,30,20,21.625,-53.29372,61.23935,0,0.7261479,0,0.6875386;
custom,sphere,grass,10,10,10,0,0,0.5113636,1,20,20,-43.10838,-57.98342,35.87185,0,0.6064341,0,-0.7951338;
custom,sphere,grass,15,6,10,0,0,0.5113636,1,10,10,-11.87972,-30.37442,58.28872,0,0.4911923,0,0.8710512;
custom,sphere,grass,20,6,10,0,0,0.5113636,1,20,20,-50.59877,-34.10721,-15.66893,0,0.742436,0,-0.669917;
custom,sphere,grass,20,6,10,0,0,0.5113636,1,20,20,-4.268614,-32.84574,-51.4281,0,0.9996222,0,-0.02748796;
custom,sphere,grass,10,6,10,0,0,0.5113636,1,20,20,45.5641,-27.89286,-26.67259,0,0.7780785,0,0.6281672;
custom,sphere,grass,10,6,10,0,0,0.5113636,1,20,20,36.46865,-30.60887,-82.99088,0,0.9980366,0,-0.06263461;
custom,cuboid,grass,15,2,35,0,0,0.5113636,1,10,20,-67.72559,-5.098232,-112.4496,0,0.5850943,0,-0.8109653;
custom,cuboid,grass,15,2,35,0,0,0.5113636,1,10,20,-11.54386,-5.118365,126.7491,0,0.6348739,0,-0.7726158;
custom,cuboid,grass,15,2,35,0,0,0.5113636,1,10,20,141.3033,-5.175071,-16.2553,0,-0.1277408,0,-0.9918076;
custom,cuboid,grass,15,2,35,0,0,0.5113636,1,10,20,-145.2149,-5.072484,21.08646,0,-0.02639663,0,-0.9996516;
custom,sphere,grass,15,10,10,0,0,0.5113636,1,20,10,-61.94275,-58.01943,71.01537,0.1976753,0.6071306,-0.2085677,0.7408214;
custom,sphere,grass,15,10,10,0,0,0.5113636,1,20,10,-175.4967,-58.65496,212.535,0.137423,0.8755708,-0.3114021,0.3428111;
custom,sphere,grass,10,5,10,0,0,0.5113636,1,20,10,-159.0823,-25.1347,222.054,0,0.9859527,0,0.1670249;
custom,sphere,grass,10,5,20,0,0,0.5113636,1,10,10,-98.5836,-24.5725,224.2366,0,0.7484907,0,0.6631453;
custom,sphere,grass,5,5,20,0,0,0.5113636,1,10,10,-44.32635,-25.08247,209.6083,0,0.6690202,0,-0.7432443;
custom,sphere,grass,5,5,20,0,0,0.5113636,1,20,20,13.02664,-25.20765,199.0019,0,0.6193625,0,-0.7851052;
custom,sphere,grass,20,5,20,0,0,0.5113636,1,20,20,-187.2581,-24.63441,162.3262,0,0.7061871,0,0.7080253;
custom,sphere,grass,10,5,20,0,0,0.5113636,1,20,20,-213.2585,-24.88771,92.82211,0,0.01262275,0,0.9999204;
custom,sphere,grass,10,5,20,0,0,0.5113636,1,20,20,-215.9736,-25.05994,17.27311,0,0.0705906,0,0.9975054;
custom,sphere,grass,20,5,20,0,0,0.5113636,1,20,20,-10.57038,-21.50517,108.5485,0,0.4798056,0,0.8773748;
custom,sphere,grass,20,5,20,0,0,0.5113636,1,20,20,-63.71585,-22.38867,-92.59019,0,0.9688965,0,0.2474664;
custom,sphere,grass,10,5,20,0,0,0.5113636,1,20,20,-85.016,-24.62436,-176.4206,0,0.8027723,0,0.5962857;
custom,sphere,grass,10,5,20,0,0,0.5113636,1,20,20,129.3434,-20.15135,-202.4415,0,0.540397,0,0.8414102;
custom,sphere,grass,10,5,20,0,1,1,1,15,15,110.4799,-23.05473,185.2141,0,0.7729871,0,0.6344217;
custom,sphere,grass,10,5,20,0,1,1,1,15,15,-89.43729,-21.82605,-2.0512,0,0.9948412,0,-0.1014444;
custom,sphere,grass,10,5,20,0,1,1,1,15,15,66.2522,-22.9849,75.11168,0,0.1925749,0,-0.9812823;
custom,sphere,grass,10,5,20,0,1,1,1,15,15,163.3244,-25.13325,199.4302,0,0.7997528,0,0.6003296;
custom,sphere,grass,10,5,20,0,1,1,1,15,15,-4.739077,-23.66833,-89.61755,0,0.6733845,0,-0.7392925;
custom,sphere,grass,10,5,20,0,1,1,1,15,15,-239.1038,-24.71239,-64.49193,0,-0.0001450234,0,1;
